AccountID,TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,time_deff,Mean_Transaction,Mean_Account_Balance
AC00136,132.33,Credit,Phoenix,D000437,88.55.149.101,M004,ATM,35,Engineer,47,1,7457.94,1.0,485.06625,5374.21125
AC00136,61.98,Debit,Denver,D000376,20.147.6.179,M038,Online,49,Engineer,44,1,5212.28,15.0,485.06625,5374.21125
AC00136,739.28,Credit,Tucson,D000576,20.147.6.179,M026,Branch,58,Doctor,47,1,11905.64,138.0,485.06625,5374.21125
AC00137,31.39,Debit,Tucson,D000214,186.57.149.225,M068,ATM,20,Student,15,1,998.49,0.0,125.72333333333334,3988.9500000000003
AC00137,12.11,Debit,Jacksonville,D000577,57.141.198.111,M038,Branch,75,Retired,127,1,1730.28,43.0,125.72333333333334,3988.9500000000003
AC00137,333.67,Debit,Fort Worth,D000288,129.108.48.116,M037,Online,36,Engineer,68,1,9238.08,94.0,125.72333333333334,3988.9500000000003
AC00138,61.4,Debit,San Jose,D000599,63.191.171.41,M073,Branch,41,Engineer,20,2,7892.87,0.0,208.2,4039.17
AC00138,355.0,Credit,Fort Worth,D000052,115.241.186.164,M053,Online,26,Student,33,1,185.47,127.0,208.2,4039.17
AC00139,119.61,Debit,San Diego,D000102,99.205.173.118,M017,ATM,33,Doctor,53,1,9899.94,0.0,177.72,6090.3625
AC00139,510.7,Credit,Nashville,D000167,156.96.135.18,M040,Online,27,Student,294,1,5828.48,29.0,177.72,6090.3625
AC00139,345.86,Debit,Omaha,D000448,96.162.11.85,M069,ATM,51,Retired,145,1,1504.64,89.0,177.72,6090.3625
AC00139,102.34,Debit,San Antonio,D000376,116.43.88.219,M076,Online,51,Doctor,78,1,9326.28,10.0,177.72,6090.3625
AC00139,50.83,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,30,Doctor,48,1,9553.42,30.0,177.72,6090.3625
AC00139,18.35,Debit,Nashville,D000685,83.80.89.29,M035,Branch,21,Student,78,1,1293.39,0.0,177.72,6090.3625
AC00139,263.92,Credit,San Diego,D000568,32.240.176.64,M074,Branch,57,Retired,233,1,4161.71,37.0,177.72,6090.3625
AC00139,10.15,Debit,Austin,D000531,55.139.104.163,M004,ATM,59,Doctor,58,5,7155.04,17.0,177.72,6090.3625
AC00140,211.7,Credit,Chicago,D000157,59.127.135.25,M064,Online,50,Doctor,205,1,12272.78,0.0,150.40285714285713,5234.305714285714
AC00140,163.22,Debit,Miami,D000193,186.54.68.246,M029,Online,26,Student,217,1,1788.27,48.0,150.40285714285713,5234.305714285714
AC00140,241.45,Debit,Portland,D000435,133.63.96.21,M026,Online,26,Student,158,1,1594.04,46.0,150.40285714285713,5234.305714285714
AC00140,154.71,Debit,San Diego,D000494,167.104.180.235,M030,Online,34,Doctor,157,1,1523.72,60.0,150.40285714285713,5234.305714285714
AC00140,2.51,Debit,Baltimore,D000539,46.150.175.171,M099,Online,63,Retired,32,1,4891.56,100.0,150.40285714285713,5234.305714285714
AC00140,152.42,Debit,San Jose,D000164,38.166.40.246,M057,ATM,42,Doctor,176,1,9141.79,56.0,150.40285714285713,5234.305714285714
AC00140,126.81,Debit,Philadelphia,D000693,57.232.212.116,M036,Branch,26,Engineer,290,1,5427.98,4.0,150.40285714285713,5234.305714285714
AC00141,780.59,Credit,Tucson,D000451,191.25.177.160,M058,Online,23,Student,145,1,6513.34,0.0,291.23400000000004,5206.886
AC00141,398.7,Debit,Albuquerque,D000426,198.39.35.23,M006,ATM,47,Doctor,276,1,7987.74,123.0,291.23400000000004,5206.886
AC00141,61.97,Debit,Phoenix,D000487,10.223.224.50,M056,ATM,74,Retired,95,1,7014.69,103.0,291.23400000000004,5206.886
AC00141,66.65,Debit,Detroit,D000398,120.170.93.69,M100,ATM,37,Engineer,33,1,3559.96,13.0,291.23400000000004,5206.886
AC00141,148.26,Debit,Omaha,D000389,4.105.134.118,M021,ATM,25,Student,57,1,958.7,73.0,291.23400000000004,5206.886
AC00142,25.58,Debit,Omaha,D000083,194.29.57.163,M048,ATM,60,Engineer,166,1,6741.41,0.0,264.85,3924.345
AC00142,504.12,Credit,Baltimore,D000248,104.80.232.55,M008,Branch,25,Student,101,1,1107.28,252.0,264.85,3924.345
AC00143,386.52,Debit,Indianapolis,D000145,186.54.68.246,M064,Branch,48,Engineer,28,1,5630.61,0.0,275.756,7637.504000000001
AC00143,447.83,Credit,Atlanta,D000590,162.151.179.167,M030,Branch,53,Doctor,88,1,13273.08,20.0,275.756,7637.504000000001
AC00143,73.88,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,53,Retired,131,1,4055.55,42.0,275.756,7637.504000000001
AC00143,189.08,Debit,Miami,D000641,210.136.14.108,M011,Branch,68,Doctor,238,1,10790.8,37.0,275.756,7637.504000000001
AC00143,281.47,Debit,Philadelphia,D000469,100.198.165.4,M029,ATM,34,Engineer,142,1,4437.48,145.0,275.756,7637.504000000001
AC00144,518.85,Debit,Kansas City,D000100,73.54.203.165,M038,Online,22,Student,82,1,1806.0,0.0,230.37125,4127.6537499999995
AC00144,335.48,Debit,Oklahoma City,D000211,107.247.202.71,M040,Branch,45,Engineer,155,1,3023.16,8.0,230.37125,4127.6537499999995
AC00144,133.56,Debit,Atlanta,D000417,162.58.247.55,M071,Online,25,Student,177,1,783.83,13.0,230.37125,4127.6537499999995
AC00144,132.48,Debit,Charlotte,D000097,44.197.126.59,M062,Branch,36,Engineer,101,1,9313.05,14.0,230.37125,4127.6537499999995
AC00144,469.13,Credit,San Antonio,D000501,63.191.171.41,M009,ATM,54,Doctor,139,1,1265.28,18.0,230.37125,4127.6537499999995
AC00144,97.73,Debit,Sacramento,D000038,135.29.211.116,M018,Branch,69,Doctor,156,1,7885.21,57.0,230.37125,4127.6537499999995
AC00144,29.91,Credit,Philadelphia,D000551,113.21.93.28,M034,Online,76,Retired,43,3,2834.84,12.0,230.37125,4127.6537499999995
AC00144,125.83,Debit,Los Angeles,D000608,113.137.153.101,M001,ATM,57,Retired,138,1,6109.86,171.0,230.37125,4127.6537499999995
AC00145,515.57,Debit,Columbus,D000196,147.227.81.224,M027,ATM,27,Engineer,56,1,9269.67,0.0,280.55600000000004,4859.603999999999
AC00145,194.85,Debit,Jacksonville,D000601,148.234.210.167,M096,Online,23,Student,130,4,319.84,67.0,280.55600000000004,4859.603999999999
AC00145,217.61,Debit,Chicago,D000172,216.32.4.105,M025,ATM,19,Student,45,1,1404.53,127.0,280.55600000000004,4859.603999999999
AC00145,97.63,Credit,Milwaukee,D000236,101.90.40.193,M023,Online,48,Doctor,127,1,12467.31,62.0,280.55600000000004,4859.603999999999
AC00145,377.12,Debit,Houston,D000321,112.56.160.202,M049,ATM,34,Engineer,61,1,836.67,30.0,280.55600000000004,4859.603999999999
AC00146,35.98,Credit,Nashville,D000662,216.31.34.238,M004,Branch,40,Doctor,133,1,11147.34,0.0,585.89,12340.82
AC00146,1135.8,Debit,San Diego,D000485,16.131.3.140,M004,ATM,30,Doctor,250,1,13534.3,15.0,585.89,12340.82
AC00147,50.75,Debit,Boston,D000642,157.47.114.20,M018,ATM,62,Doctor,185,1,8271.47,0.0,129.54,7854.639999999999
AC00147,67.15,Debit,Indianapolis,D000661,191.91.45.159,M001,Online,59,Doctor,14,1,9028.49,192.0,129.54,7854.639999999999
AC00147,270.72,Credit,Washington,D000508,26.240.219.199,M094,Online,26,Engineer,53,1,6263.96,12.0,129.54,7854.639999999999
AC00148,757.41,Debit,Los Angeles,D000383,125.89.163.224,M048,ATM,22,Student,37,1,9532.42,0.0,573.758,6203.84
AC00148,319.5,Credit,Virginia Beach,D000513,54.252.249.33,M081,Branch,29,Engineer,69,1,2366.3,102.0,573.758,6203.84
AC00148,8.98,Debit,Detroit,D000229,188.225.207.71,M063,Online,66,Retired,56,1,4516.76,8.0,573.758,6203.84
AC00148,1416.69,Debit,Nashville,D000418,219.98.242.240,M015,ATM,46,Engineer,58,1,3740.73,42.0,573.758,6203.84
AC00148,366.21,Debit,Oklahoma City,D000483,210.160.90.52,M052,ATM,62,Doctor,181,1,10862.99,1.0,573.758,6203.84
AC00149,1092.73,Debit,Columbus,D000688,56.89.80.133,M064,Branch,58,Retired,11,1,1390.98,0.0,369.68333333333334,7058.091666666667
AC00149,69.43,Debit,Las Vegas,D000472,134.247.5.188,M003,ATM,30,Engineer,162,1,9281.85,41.0,369.68333333333334,7058.091666666667
AC00149,336.01,Debit,Colorado Springs,D000216,16.250.113.156,M043,Online,63,Doctor,121,4,9938.2,20.0,369.68333333333334,7058.091666666667
AC00149,230.66,Debit,Houston,D000526,60.43.160.195,M049,Branch,21,Student,135,1,618.05,113.0,369.68333333333334,7058.091666666667
AC00149,35.73,Debit,Miami,D000693,205.69.66.135,M028,Branch,65,Doctor,87,1,9073.17,25.0,369.68333333333334,7058.091666666667
AC00149,453.54,Debit,Albuquerque,D000150,223.32.70.156,M017,ATM,58,Doctor,82,1,12046.3,57.0,369.68333333333334,7058.091666666667
AC00150,470.62,Debit,Tucson,D000642,180.224.54.115,M002,Branch,57,Doctor,127,1,12470.62,0.0,290.08,5858.7642857142855
AC00150,17.78,Credit,Albuquerque,D000205,213.15.9.253,M073,Online,52,Engineer,59,1,7599.52,3.0,290.08,5858.7642857142855
AC00150,195.8,Debit,Raleigh,D000511,82.75.200.117,M052,Online,39,Doctor,186,1,12027.68,14.0,290.08,5858.7642857142855
AC00150,32.54,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,25,Student,183,4,1544.88,2.0,290.08,5858.7642857142855
AC00150,199.02,Debit,Memphis,D000535,98.255.160.110,M081,ATM,22,Student,185,1,793.63,81.0,290.08,5858.7642857142855
AC00150,122.63,Debit,Milwaukee,D000112,219.193.239.152,M029,Branch,21,Student,153,1,359.06,108.0,290.08,5858.7642857142855
AC00150,992.17,Debit,San Antonio,D000205,90.111.245.138,M007,ATM,43,Doctor,169,1,6215.96,129.0,290.08,5858.7642857142855
AC00151,168.11,Credit,New York,D000050,146.69.70.214,M015,Online,51,Doctor,12,1,10652.13,0.0,289.2075,6460.787499999999
AC00151,382.07,Credit,Omaha,D000318,21.97.154.92,M091,Branch,62,Doctor,147,1,10156.09,78.0,289.2075,6460.787499999999
AC00151,305.18,Debit,Chicago,D000699,93.146.251.20,M065,Online,58,Retired,216,1,4474.2,5.0,289.2075,6460.787499999999
AC00151,301.47,Debit,Colorado Springs,D000030,36.13.239.172,M040,Branch,21,Student,291,1,560.73,63.0,289.2075,6460.787499999999
AC00152,29.92,Credit,Denver,D000672,167.95.191.52,M010,Online,68,Doctor,63,1,7855.01,0.0,242.4675,3941.26
AC00152,613.21,Debit,Tucson,D000614,69.160.14.157,M098,ATM,61,Retired,157,1,3279.12,7.0,242.4675,3941.26
AC00152,99.52,Debit,San Diego,D000335,24.181.236.233,M083,ATM,52,Engineer,127,1,3798.09,78.0,242.4675,3941.26
AC00152,227.22,Debit,El Paso,D000350,197.187.216.106,M074,ATM,53,Doctor,220,1,832.82,16.0,242.4675,3941.26
AC00153,256.34,Debit,Kansas City,D000383,89.18.54.235,M057,Branch,69,Retired,99,1,7471.63,0.0,350.27,4495.128571428571
AC00153,89.5,Credit,Louisville,D000014,166.79.195.157,M020,Branch,41,Engineer,134,1,8658.95,118.0,350.27,4495.128571428571
AC00153,95.78,Debit,Atlanta,D000211,221.23.158.87,M061,Online,22,Student,27,1,271.64,15.0,350.27,4495.128571428571
AC00153,84.34,Debit,Memphis,D000493,200.136.146.93,M039,Online,58,Retired,248,3,5313.97,15.0,350.27,4495.128571428571
AC00153,427.83,Debit,Phoenix,D000529,16.128.130.153,M066,ATM,47,Engineer,29,1,3293.06,18.0,350.27,4495.128571428571
AC00153,1116.48,Debit,San Diego,D000633,164.75.163.220,M057,ATM,51,Engineer,55,1,447.53,106.0,350.27,4495.128571428571
AC00153,381.62,Debit,Las Vegas,D000670,187.223.139.194,M097,Online,64,Retired,164,1,6009.12,11.0,350.27,4495.128571428571
AC00154,333.78,Debit,San Diego,D000444,49.31.186.82,M057,ATM,60,Retired,98,1,6810.94,0.0,173.886,3856.7119999999995
AC00154,371.86,Debit,Miami,D000147,41.110.46.150,M073,ATM,46,Doctor,91,1,1329.45,29.0,173.886,3856.7119999999995
AC00154,7.82,Debit,Boston,D000063,40.45.69.120,M090,ATM,36,Engineer,273,1,2240.49,76.0,173.886,3856.7119999999995
AC00154,12.94,Debit,Fresno,D000364,114.115.12.20,M098,Branch,23,Student,158,1,921.23,57.0,173.886,3856.7119999999995
AC00154,143.03,Debit,San Antonio,D000469,197.162.55.147,M055,ATM,63,Retired,147,1,7981.45,10.0,173.886,3856.7119999999995
AC00155,207.2,Debit,Columbus,D000604,214.247.164.80,M028,Online,60,Engineer,133,1,8092.94,0.0,292.8666666666667,5971.546666666666
AC00155,91.5,Debit,Omaha,D000113,168.128.200.203,M033,ATM,47,Doctor,77,1,667.66,93.0,292.8666666666667,5971.546666666666
AC00155,607.28,Debit,Baltimore,D000376,131.41.45.13,M098,ATM,32,Doctor,84,1,9679.68,140.0,292.8666666666667,5971.546666666666
AC00155,320.93,Debit,Atlanta,D000268,115.241.186.164,M026,Online,55,Engineer,178,1,9451.66,11.0,292.8666666666667,5971.546666666666
AC00155,381.52,Debit,Seattle,D000306,188.124.181.12,M052,Online,36,Doctor,79,1,5798.92,40.0,292.8666666666667,5971.546666666666
AC00155,148.77,Debit,San Jose,D000179,140.94.123.72,M083,Branch,67,Retired,175,1,2138.42,44.0,292.8666666666667,5971.546666666666
AC00156,148.13,Debit,Phoenix,D000280,160.160.113.117,M025,Branch,58,Retired,56,1,2189.38,0.0,431.008,2481.3419999999996
AC00156,236.81,Debit,Oklahoma City,D000274,189.168.172.41,M013,Branch,22,Student,15,1,813.68,18.0,431.008,2481.3419999999996
AC00156,237.06,Debit,Phoenix,D000455,61.95.76.233,M049,Online,71,Retired,46,1,1182.77,32.0,431.008,2481.3419999999996
AC00156,261.14,Debit,San Antonio,D000218,186.135.2.148,M040,ATM,42,Engineer,162,1,6100.08,63.0,431.008,2481.3419999999996
AC00156,1271.9,Debit,Houston,D000312,210.136.14.108,M073,ATM,47,Engineer,155,1,2120.8,34.0,431.008,2481.3419999999996
AC00157,150.6,Debit,Miami,D000339,7.146.35.122,M080,ATM,69,Retired,59,1,3240.14,0.0,249.81800000000004,4543.075999999999
AC00157,214.73,Credit,Los Angeles,D000104,57.166.147.242,M061,ATM,46,Doctor,26,1,5368.42,9.0,249.81800000000004,4543.075999999999
AC00157,102.81,Debit,Seattle,D000076,21.28.32.1,M074,Branch,76,Retired,47,1,3228.87,28.0,249.81800000000004,4543.075999999999
AC00157,299.42,Credit,San Jose,D000516,133.63.96.21,M005,Branch,63,Retired,53,1,4735.41,91.0,249.81800000000004,4543.075999999999
AC00157,481.53,Debit,Atlanta,D000142,221.169.49.152,M087,Branch,58,Retired,277,1,6142.54,136.0,249.81800000000004,4543.075999999999
AC00158,191.62,Debit,Jacksonville,D000663,165.114.224.47,M016,Branch,63,Doctor,51,1,1981.67,0.0,336.3742857142857,5047.847142857143
AC00158,775.6,Credit,Mesa,D000627,73.108.76.238,M070,Branch,79,Retired,158,1,3898.64,68.0,336.3742857142857,5047.847142857143
AC00158,196.49,Debit,Oklahoma City,D000342,139.23.212.102,M016,Branch,41,Engineer,65,1,7516.56,78.0,336.3742857142857,5047.847142857143
AC00158,446.83,Credit,Miami,D000378,77.92.193.22,M051,Branch,55,Retired,143,1,1623.5,3.0,336.3742857142857,5047.847142857143
AC00158,104.23,Credit,Louisville,D000621,11.188.75.155,M081,Online,63,Retired,108,1,5009.29,12.0,336.3742857142857,5047.847142857143
AC00158,245.93,Debit,Fresno,D000096,219.98.242.240,M054,Branch,54,Engineer,172,1,7986.63,133.0,336.3742857142857,5047.847142857143
AC00158,393.92,Debit,Memphis,D000504,141.169.67.34,M061,Branch,72,Retired,47,1,7318.64,9.0,336.3742857142857,5047.847142857143
AC00159,425.34,Credit,Kansas City,D000661,139.23.212.102,M040,Online,69,Retired,121,1,3907.54,0.0,204.82799999999997,5827.548000000001
AC00159,29.22,Debit,San Antonio,D000432,44.67.137.125,M068,ATM,24,Student,151,1,1649.43,116.0,204.82799999999997,5827.548000000001
AC00159,230.51,Credit,Memphis,D000599,42.219.228.159,M062,Branch,51,Engineer,56,1,9522.37,106.0,204.82799999999997,5827.548000000001
AC00159,187.88,Debit,Nashville,D000034,189.198.67.252,M017,ATM,60,Engineer,180,1,2154.58,7.0,204.82799999999997,5827.548000000001
AC00159,151.19,Credit,New York,D000658,217.233.219.196,M061,Branch,37,Doctor,96,1,11903.82,20.0,204.82799999999997,5827.548000000001
AC00160,269.79,Debit,San Jose,D000202,82.115.199.37,M013,ATM,52,Engineer,17,1,1292.1,0.0,513.445,5922.665
AC00160,757.1,Debit,Atlanta,D000667,14.200.197.126,M071,Branch,65,Doctor,203,1,10553.23,187.0,513.445,5922.665
AC00161,199.47,Debit,Detroit,D000585,82.88.241.226,M041,Online,57,Doctor,142,1,6067.44,0.0,491.47499999999997,7019.25
AC00161,1182.86,Debit,Tucson,D000673,96.24.89.146,M050,Online,30,Engineer,34,1,7696.16,96.0,491.47499999999997,7019.25
AC00161,514.95,Debit,New York,D000109,23.92.205.75,M056,Online,41,Doctor,142,5,421.93,63.0,491.47499999999997,7019.25
AC00161,68.62,Debit,Omaha,D000044,167.67.137.223,M091,Branch,29,Doctor,157,1,13891.47,58.0,491.47499999999997,7019.25
AC00162,55.99,Debit,El Paso,D000525,215.97.143.157,M037,ATM,35,Doctor,95,1,932.61,0.0,44.875,2093.06
AC00162,33.76,Debit,Seattle,D000311,122.94.26.104,M024,Online,26,Engineer,227,1,3253.51,88.0,44.875,2093.06
AC00163,388.77,Credit,Jacksonville,D000215,49.20.211.229,M065,Online,26,Student,30,1,1658.49,0.0,307.955,1000.215
AC00163,227.14,Debit,Charlotte,D000439,197.162.55.147,M057,ATM,18,Student,294,1,341.94,29.0,307.955,1000.215
AC00164,95.75,Debit,Los Angeles,D000040,190.92.63.219,M064,Branch,31,Engineer,169,1,337.62,0.0,506.56333333333333,6175.1016666666665
AC00164,421.25,Debit,Fort Worth,D000422,156.134.123.253,M007,Online,25,Student,66,1,7174.69,14.0,506.56333333333333,6175.1016666666665
AC00164,683.75,Debit,Las Vegas,D000312,190.92.63.219,M073,Branch,32,Doctor,106,1,6333.72,2.0,506.56333333333333,6175.1016666666665
AC00164,388.65,Debit,Oklahoma City,D000284,40.244.94.218,M065,ATM,76,Retired,43,1,7896.85,27.0,506.56333333333333,6175.1016666666665
AC00164,711.3,Debit,San Jose,D000581,109.42.41.157,M076,Branch,21,Student,51,1,955.4,77.0,506.56333333333333,6175.1016666666665
AC00164,738.68,Debit,Chicago,D000369,197.23.128.119,M096,Online,50,Doctor,124,1,14352.33,128.0,506.56333333333333,6175.1016666666665
AC00165,820.62,Credit,Fresno,D000622,47.82.77.181,M084,Branch,61,Doctor,158,1,6024.8,0.0,293.5266666666667,4871.538333333333
AC00165,135.27,Debit,Atlanta,D000526,166.79.195.157,M050,ATM,48,Doctor,131,1,9410.51,124.0,293.5266666666667,4871.538333333333
AC00165,42.26,Debit,Raleigh,D000214,59.132.247.252,M080,ATM,44,Doctor,171,1,268.77,3.0,293.5266666666667,4871.538333333333
AC00165,33.03,Debit,Washington,D000376,109.42.41.157,M019,Branch,21,Student,28,1,935.88,22.0,293.5266666666667,4871.538333333333
AC00165,103.08,Debit,San Francisco,D000687,147.114.91.132,M009,Online,60,Doctor,109,1,12002.16,21.0,293.5266666666667,4871.538333333333
AC00165,626.9,Debit,Chicago,D000686,59.12.96.11,M017,ATM,23,Student,146,1,587.11,72.0,293.5266666666667,4871.538333333333
AC00166,182.79,Credit,Louisville,D000499,35.73.67.98,M013,Online,23,Student,14,1,1251.85,0.0,234.57666666666668,4251.545000000001
AC00166,446.39,Debit,Houston,D000102,155.37.19.43,M019,ATM,63,Retired,77,1,7863.6,48.0,234.57666666666668,4251.545000000001
AC00166,81.15,Debit,Miami,D000311,156.173.170.140,M059,ATM,19,Student,114,1,1595.26,85.0,234.57666666666668,4251.545000000001
AC00166,0.99,Debit,Los Angeles,D000503,187.199.178.27,M029,ATM,45,Engineer,133,1,4317.85,5.0,234.57666666666668,4251.545000000001
AC00166,294.77,Debit,Philadelphia,D000451,27.93.195.98,M087,Online,77,Retired,101,1,2272.17,50.0,234.57666666666668,4251.545000000001
AC00166,401.37,Debit,Los Angeles,D000404,1.198.76.182,M031,Branch,43,Engineer,251,1,8208.54,99.0,234.57666666666668,4251.545000000001
AC00167,133.07,Debit,Sacramento,D000312,207.157.126.125,M001,Branch,21,Student,155,1,1670.99,0.0,316.31399999999996,5161.33
AC00167,405.6,Debit,Tucson,D000643,36.77.94.252,M031,Online,37,Engineer,44,1,9754.73,43.0,316.31399999999996,5161.33
AC00167,448.33,Debit,Atlanta,D000452,142.148.226.178,M031,ATM,25,Student,161,1,922.19,20.0,316.31399999999996,5161.33
AC00167,490.76,Debit,Columbus,D000193,17.36.132.202,M048,Online,66,Retired,156,1,6414.11,0.0,316.31399999999996,5161.33
AC00167,103.81,Debit,Oklahoma City,D000283,214.32.109.197,M098,ATM,36,Doctor,34,1,7044.63,130.0,316.31399999999996,5161.33
AC00168,77.83,Credit,Kansas City,D000319,34.86.220.205,M067,Branch,49,Engineer,146,1,2471.53,0.0,77.83,2471.53
AC00169,136.48,Debit,Charlotte,D000119,100.137.90.188,M079,Online,52,Engineer,138,4,4618.53,0.0,87.845,7002.049999999999
AC00169,39.21,Debit,Miami,D000059,105.87.212.115,M093,ATM,66,Doctor,245,4,9385.57,136.0,87.845,7002.049999999999
AC00170,129.94,Debit,Las Vegas,D000647,111.226.226.202,M045,ATM,32,Engineer,235,1,7954.92,0.0,247.32571428571433,5322.22
AC00170,80.43,Debit,Columbus,D000483,157.47.114.20,M014,Branch,59,Retired,157,1,5987.67,103.0,247.32571428571433,5322.22
AC00170,171.11,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,57,Retired,171,1,6324.09,22.0,247.32571428571433,5322.22
AC00170,1192.2,Credit,Jacksonville,D000174,40.10.25.102,M093,Branch,60,Retired,103,5,7816.41,34.0,247.32571428571433,5322.22
AC00170,9.1,Credit,San Francisco,D000158,53.131.194.183,M047,Online,52,Retired,63,1,2791.45,42.0,247.32571428571433,5322.22
AC00170,106.99,Debit,Omaha,D000092,193.190.29.63,M078,Branch,38,Engineer,152,1,5771.4,47.0,247.32571428571433,5322.22
AC00170,41.51,Debit,Phoenix,D000688,16.51.235.240,M084,Online,28,Student,48,1,609.6,71.0,247.32571428571433,5322.22
AC00171,577.73,Debit,San Jose,D000527,93.146.251.20,M033,ATM,37,Doctor,63,1,14977.99,0.0,177.98600000000002,7441.08
AC00171,22.61,Debit,Seattle,D000255,76.136.92.235,M099,Online,19,Student,145,1,1111.67,10.0,177.98600000000002,7441.08
AC00171,97.98,Debit,Denver,D000470,211.42.9.0,M033,Branch,72,Retired,18,1,7460.33,116.0,177.98600000000002,7441.08
AC00171,165.55,Debit,Dallas,D000639,116.44.12.250,M061,Branch,28,Student,115,1,761.78,12.0,177.98600000000002,7441.08
AC00171,26.06,Debit,San Diego,D000689,140.212.253.222,M096,ATM,65,Doctor,283,1,12893.63,185.0,177.98600000000002,7441.08
AC00172,870.3,Debit,San Jose,D000200,143.212.47.226,M003,ATM,51,Retired,229,1,3688.98,0.0,580.9979999999999,4234.562
AC00172,431.31,Credit,Atlanta,D000363,223.189.165.37,M021,Online,23,Student,99,1,342.73,35.0,580.9979999999999,4234.562
AC00172,1143.67,Debit,Atlanta,D000056,184.4.253.143,M048,Online,66,Retired,111,1,7677.76,72.0,580.9979999999999,4234.562
AC00172,421.56,Debit,San Jose,D000056,86.220.59.252,M047,Online,53,Engineer,144,1,8037.87,17.0,580.9979999999999,4234.562
AC00172,38.15,Credit,Oklahoma City,D000682,110.235.207.187,M065,Online,72,Retired,129,1,1425.47,85.0,580.9979999999999,4234.562
AC00173,498.59,Credit,Oklahoma City,D000604,93.169.212.219,M032,Online,33,Doctor,32,1,5862.99,0.0,448.8,5366.005
AC00173,224.19,Debit,Houston,D000266,46.150.175.171,M017,ATM,52,Doctor,93,1,8475.47,36.0,448.8,5366.005
AC00173,726.61,Debit,Phoenix,D000141,210.228.226.64,M081,ATM,18,Student,277,1,1008.76,160.0,448.8,5366.005
AC00173,345.81,Debit,Raleigh,D000417,191.82.103.198,M099,Branch,40,Engineer,135,1,6116.8,120.0,448.8,5366.005
AC00174,213.55,Debit,Boston,D000680,161.25.82.11,M077,ATM,63,Doctor,15,1,5238.37,0.0,175.17,4297.865
AC00174,50.52,Debit,Boston,D000377,151.247.130.190,M029,Online,20,Student,140,1,1121.19,126.0,175.17,4297.865
AC00174,353.59,Credit,New York,D000311,198.24.183.157,M046,Branch,52,Retired,109,5,1822.34,101.0,175.17,4297.865
AC00174,83.02,Credit,Seattle,D000226,34.92.221.183,M058,Online,36,Engineer,171,1,9009.56,8.0,175.17,4297.865
AC00175,309.77,Credit,San Antonio,D000384,40.10.25.102,M010,Online,67,Retired,137,1,4378.14,0.0,305.21999999999997,6035.412857142857
AC00175,521.01,Credit,Seattle,D000205,36.13.239.172,M041,Branch,41,Engineer,73,1,4004.55,43.0,305.21999999999997,6035.412857142857
AC00175,54.03,Credit,Milwaukee,D000519,161.25.82.11,M087,ATM,56,Retired,161,1,6736.3,29.0,305.21999999999997,6035.412857142857
AC00175,124.74,Debit,Los Angeles,D000302,39.163.103.27,M038,ATM,49,Engineer,33,1,2987.97,41.0,305.21999999999997,6035.412857142857
AC00175,1.87,Debit,Washington,D000165,30.229.179.194,M014,ATM,65,Retired,147,1,7287.94,91.0,305.21999999999997,6035.412857142857
AC00175,557.41,Credit,Washington,D000180,194.29.57.163,M087,Online,80,Retired,49,1,2968.75,6.0,305.21999999999997,6035.412857142857
AC00175,567.71,Debit,Memphis,D000605,6.204.110.7,M086,Online,63,Doctor,80,1,13884.24,46.0,305.21999999999997,6035.412857142857
AC00176,458.94,Debit,Detroit,D000074,151.247.130.190,M076,Branch,52,Engineer,180,1,5619.95,0.0,294.71,3415.33
AC00176,841.28,Debit,Tucson,D000276,101.223.82.253,M083,Online,26,Student,80,1,1103.64,83.0,294.71,3415.33
AC00176,74.72,Debit,Phoenix,D000272,77.21.150.75,M031,Online,26,Student,132,1,165.75,21.0,294.71,3415.33
AC00176,595.91,Credit,San Antonio,D000063,200.136.146.93,M085,ATM,19,Student,162,1,1673.76,2.0,294.71,3415.33
AC00176,159.32,Debit,Seattle,D000446,37.227.215.145,M033,Branch,18,Student,100,1,304.44,11.0,294.71,3415.33
AC00176,213.28,Debit,Mesa,D000034,156.134.123.253,M088,Branch,51,Retired,94,1,4835.91,55.0,294.71,3415.33
AC00176,1.21,Debit,Atlanta,D000369,96.115.67.230,M039,Branch,55,Retired,196,1,7542.74,7.0,294.71,3415.33
AC00176,13.02,Debit,Charlotte,D000387,121.67.144.20,M014,Branch,51,Doctor,42,1,6076.45,9.0,294.71,3415.33
AC00177,242.62,Credit,San Francisco,D000332,138.87.180.254,M094,Online,22,Student,234,1,483.02,0.0,328.1222222222222,4208.693333333334
AC00177,218.59,Credit,Denver,D000004,72.192.101.196,M088,Branch,40,Engineer,123,1,6699.23,3.0,328.1222222222222,4208.693333333334
AC00177,138.54,Credit,Austin,D000022,195.237.152.198,M028,Branch,60,Engineer,93,1,8274.77,113.0,328.1222222222222,4208.693333333334
AC00177,311.28,Debit,Atlanta,D000515,188.205.152.176,M045,Branch,49,Doctor,198,1,135.96,8.0,328.1222222222222,4208.693333333334
